title;;;authors;;;date;;;source;;;abstract;;;link;;;category
What do pre-trained code models know about code?;;;['Anjan Karmakar', 'Romain Robbes'];;;November 2021;;;ASE '21: Proceedings of the 36th IEEE/ACM International Conference on Automated Software Engineering;;;Pre-trained models of code built on the transformer architecture have performed well on software engineering (SE) tasks such as predictive code generation, code summarization, among others. However, whether the vector representations from these pre-trained models comprehensively encode characteristics of source code well enough to be applicable to a broad spectrum of downstream tasks remains an open question. One way to investigate this is with diagnostic tasks called probes. In this paper, we construct four probing tasks (probing for surface-level, syntactic, structural, and semantic information) for pre-trained code models. We show how probes can be used to identify whether models are deficient in (understanding) certain code properties, characterize different model layers, and get insight into the model sample-efficiency. We probe four models that vary in their expected knowledge of code properties: BERT (pre-trained on English), CodeBERT and CodeBERTa (pre-trained on source code, and natural language documentation), and GraphCodeBERT (pre-trained on source code with dataflow). While GraphCodeBERT performs more consistently overall, we find that BERT performs surprisingly well on some code tasks, which calls for further investigation.;;;https://dl.acm.org/doi/10.1109/ASE51524.2021.9678927;;;Software AND Engineering
Cultivation of applied talents from the perspective of Ucinet software measurement Research on Visualization of General Aesthetic Education Construction;;;['Chen Wenxuanzi'];;;December 2021;;;EBIMCS '21: Proceedings of the 2021 4th International Conference on E-Business, Information Management and Computer Science;;;Abstract: At present, the lack of top-level design in the construction of aesthetic education in Chinese colleges and universities has caused general aesthetic education to stay on the surface. The division of specialties in local applied universities has also led to dysfunction of general aesthetic education, and insufficient reforms have led to problems such as the lack of general aesthetic education. Application-oriented colleges and universities face the training of application-oriented talents, and need to clarify their goals of general education reform, realize the return of general spirit through aesthetic education reform, and serve the cultivation of high-quality applied talents through general education reform. Based on the characteristics of application-oriented universities and combined with Ucinet software, this article will consider and explore the construction of general aesthetic education courses for application-oriented talent training. This issue will be discussed and analyzed by the predecessors through knowledge graphs for more in-depth interpretation and analysis.;;;https://dl.acm.org/doi/10.1145/3511716.3511774;;;Software AND Engineering
Investigating the interplay between developers and automation;;;['Omar Elazhary'];;;May 2021;;;ICSE '21: Proceedings of the 43rd International Conference on Software Engineering: Companion Proceedings;;;Continuous practices are a staple of the modern software development workflow. Automation, in particular, is widely adopted due to its benefits related to quality and productivity. However, automation, similarly to all other aspects of the software development workflow, interacts with humans (in this case developers). While some work has investigated the impact of automation on developers, it is not clear to what extent context and process influence that impact. We present our ADEPT theory of developers and automation, in an attempt to bridge this gap and identify the possible ways context, process, and other factors may influence how developers perceive, interpret, and interact with automation.;;;https://dl.acm.org/doi/10.1109/ICSE-Companion52605.2021.00064;;;Software AND Engineering
Design and Simulation of Engine Management System;;;['Salma Mohammed', 'Masouda Mohamed', 'Tahani Abdalmawla'];;;October 2021;;;ICEMIS'21: The 7th International Conference on Engineering &amp; MIS 2021;;;The development of manufacturing and management, technologies over the previous decade has transformed the automotive industry. The engine management system is undoubtedly one of the most intelligent systems in today’s automobile. The purpose of this paper is to design and simulate an automotive engine management system. Based on a PIC development board, we design and implement engine control functions which include an ignition system, acceleration, deceleration, emergency brakes, hand brakes, speed, and distance travelled. The C language is chosen for the development of PIC microcontroller. Results have shown and proven the success of the proposed system.;;;https://dl.acm.org/doi/10.1145/3492547.3492605;;;Software AND Engineering
Considering the Artifact Ecology when Supporting the Evolution of Practices - Analyzing the Parallel Journeys of Two Teleconsultation Software in a General Hospital;;;['Clément Cormi', 'Khuloud Abou-Amsha', 'Matthieu Tixier', 'Myriam Lewkowicz'];;;None;;;Proceedings of the ACM on Human-Computer Interaction;;;The growing use of teleconsultation, especially since the start of the Covid-19 pandemic, changes physicians' work at the hospital. In this paper, we set out to study how physicians have integrated teleconsultation into their healthcare practices. Moreover, we are interested in how teleconsultation software contributes to developing new medical practices and how the design of teleconsultation software can better support them. Based on 16 months of fieldwork in a general hospital that offers two different teleconsultation software, we have investigated teleconsultation practices through interviews and observations involving ten physicians doing teleconsultation and a telemedicine secretary. Unlike the existing informal remote care by phone, we observe that teleconsultation supports new formal healthcare practices, particularly for patient care management and inter-organizational cooperation. While analyzing the integration of teleconsultation in physicians' practices, we highlight that both pieces of software do not support those practices on equal terms according to their design. We argue that teleconsultation software design can limit the spread of these new healthcare practices and that the artifact ecology of physicians should be considered during the design process.;;;https://dl.acm.org/doi/10.1145/3492821;;;Software AND Engineering
Ethics: What is the Research Scenario in the Brazilian Symposium SBQS?;;;['Luiz Paulo Carvalho', 'José Antonio Suzano', 'Monica Anastassiu', 'Flávia Maria Santoro', 'Jonice Oliveira', 'João Carlos Gonçalves'];;;November 2021;;;SBQS '21: Proceedings of the XX Brazilian Symposium on Software Quality;;;Many practitioners and researchers still consider software as program code, composed by algorithms and associated documentation, written in a programming language, and finally compiled or interpreted in a computational environment. The different facets of the software question, explored in interdisciplinary fields such as Digital Humanities, seem largely unexplored in Software Engineering and other traditional Computing fields of research. This paper aims to present an overview of ethical aspects through the publications of the Brazilian Symposium on Software Quality (SBQS). We followed a Systematic Literature Review (SLR) approach and presented quantitative and qualitative, and in-depth results, analyzing fifteen editions of the SBQS between 2006 and 2020. We adopted the concept of Ethics in a primary way, through searches for terms directly associated, and secondary, by terms such as Informed Consent, aligned with the definitions and concepts of Computational Ethics combined with episteme and good practices in Software Engineering. The results pointed to the minor occurrence of ethical aspects in SBQS publications, growing timidly over the years. We conclude that there is broad space to explore the theme of Computational Ethics combined with Software Quality.;;;https://dl.acm.org/doi/10.1145/3493244.3493249;;;Software AND Engineering
The Design and Implementation of the Score Query App Software Based on the iOS Platform;;;['Zhe Li', 'Lin Zhang', 'Yongchang Ren'];;;December 2021;;;ICASIT 2021: 2021 International Conference on Aviation Safety and Information Technology;;;None;;;https://dl.acm.org/doi/10.1145/3510858.3510995;;;Software AND Engineering
ADEPT: a socio-technical theory of continuous integration;;;['Omar Elazhary', 'Margaret-Anne Storey', 'Neil A. Ernst', 'Elise Paradis'];;;May 2021;;;ICSE-NIER '21: Proceedings of the 43rd International Conference on Software Engineering: New Ideas and Emerging Results;;;Continuous practices that rely on automation in the software development workflow have been widely adopted by industry for over a decade. Despite this widespread use, software development remains a primarily human-driven activity that is highly creative and collaborative. There has been extensive research on how continuous practices rely on automation and its impact on software quality and development velocity, but relatively little has been done to understand how automation impacts developer behavior and collaboration. In this paper, we introduce a socio-technical theory about continuous practices. The ADEPT theory combines constructs that include humans, processes, documentation, automation and the project environment, and describes propositions that relate these constructs. The theory was derived from phenomena observed in previous empirical studies. We show how the ADEPT theory can explain and describe existing continuous practices in software development, and how it can be used to generate new propositions for future studies to understand continuous practices and their impact on the social and technical aspects of software development.;;;https://dl.acm.org/doi/10.1109/ICSE-NIER52604.2021.00014;;;Software AND Engineering
How to Identify Boundary Conditions with Contrasty Metric?;;;['Weilin Luo', 'Hai Wan', 'Xiaotong Song', 'Binhao Yang', 'Hongzhen Zhong', 'Yin Chen'];;;May 2021;;;ICSE '21: Proceedings of the 43rd International Conference on Software Engineering;;;The boundary conditions (BCs) have shown great potential in requirements engineering because a BC captures the particular combination of circumstances, i.e., divergence, in which the goals of the requirement cannot be satisfied as a whole. Existing researches have attempted to automatically identify lots of BCs. Unfortunately, a large number of identified BCs make assessing and resolving divergences expensive. Existing methods adopt a coarse-grained metric, generality, to filter out less general BCs. However, the results still retain a large number of redundant BCs since a general BC potentially captures redundant circumstances that do not lead to a divergence. Furthermore, the likelihood of BC can be misled by redundant BCs resulting in costly repeatedly assessing and resolving divergences. In this paper, we present a fine-grained metric to filter out the redundant BCs. We first introduce the concept of contrasty of BC. Intuitively, if two BCs are contrastive, they capture different divergences. We argue that a set of contrastive BCs should be recommended to engineers, rather than a set of general BCs that potentially only indicates the same divergence. Then we design a post-processing framework (PPFc) to produce a set of contrastive BCs after identifying BCs. Experimental results show that the contrasty metric dramatically reduces the number of BCs recommended to engineers. Results also demonstrate that lots of BCs identified by the state-of-the-art method are redundant in most cases. Besides, to improve efficiency, we propose a joint framework (JFc) to interleave assessing based on the contrasty metric with identifying BCs. The primary intuition behind JFc is that it considers the search bias toward contrastive BCs during identifying BCs, thereby pruning the BCs capturing the same divergence. Experiments confirm the improvements of JFc in identifying contrastive BCs.;;;https://dl.acm.org/doi/10.1109/ICSE43902.2021.00132;;;Software AND Engineering
Parallel Component Composition and Performance Optimization Based on Agent Technology;;;['Yunfeng Peng', 'Congming Shi', 'Guowei Gao', 'Jianan Wang', 'Hai Liu'];;;October 2021;;;CSSE '21: Proceedings of the 4th International Conference on Computer Science and Software Engineering;;;In order to better assemble parallel component programs and optimize performance, different software agents are designed and used. The component connection agent is responsible for the component interface glue and data redistribution. The component execution agent and resource management agent cooperate with each other to deploy the components on the computing nodes that meet the resource requirements. Four different component adaptive strategies are defined. Different component adaptive agent, component execution agent and resource management agent cooperate with each other to complete the adaptive process of component and improve the performance of component. Resource management agent, load detection agent and component execution agent cooperate with each other to complete the load balancing work and improve the performance and throughput of the whole computing platform. Experiments on heterogeneous computer clusters demonstrate the effectiveness of the proposed parallel component assembly and performance optimization method based on agent technology. Compared with the traditional performance optimization methods, the method based on agent technology is flexible and has performance advantages.;;;https://dl.acm.org/doi/10.1145/3494885.3494929;;;Software AND Engineering
Building a bot for automatic expert retrieval on discord;;;['Ignacio Nuñez Norambuena', 'Alexandre Bergel'];;;August 2021;;;MaLTESQuE 2021: Proceedings of the 5th International Workshop on Machine Learning Techniques for Software Quality Evolution;;;It is common for software practitioners to look for experts on online chat platforms, such as Discord. However, finding them is a complex activity that requires a deep knowledge of the open source community. As a consequence, newcomers and casual participants may not be able to adequately find experts willing to discuss a particular topic.   Our paper describes a bot that provides a ranked list of Discord users that are experts in a particular set of topics. Our bot uses simple heuristics to model expertise, such as a word occurrence table and word embeddings. Our bot shows that at least half of the retrieved users are indeed experts.;;;https://dl.acm.org/doi/10.1145/3472674.3473982;;;Software AND Engineering
Reducing network latency in industrial IoT systems using hardware-software complex based on injection;;;['Alexey Slepnev', 'Danila Matveev', 'Evgenii Karelin', 'Ivan Tumanov', 'Ivan Vnukov', 'Ruslan Kirichek', 'Igor Kandakov'];;;December 2021;;;ICFNDS 2021: The 5th International Conference on Future Networks &amp; Distributed Systems;;;Over the past couple of years, the Internet and data networks have evolved noticeably. The number of IoT devices is increasing every year, and according to forecasts, it will continue to grow. Because of this, the shortcomings of today’s network architecture are becoming more and more apparent. In this article, we present a universal system for optimizing networks, in which it will be built.;;;https://dl.acm.org/doi/10.1145/3508072.3508227;;;Software AND Engineering
Teaching DevOps: a tale of two universities;;;['Richard Hobeck', 'Ingo Weber', 'Len Bass', 'Hasan Yasar'];;;October 2021;;;SPLASH-E 2021: Proceedings of the 2021 ACM SIGPLAN International Symposium on SPLASH-E;;;DevOps is a set of practices in software engineering that is in high demand by industry. It is a dynamic field which constantly adds new methods and tools. Teaching DevOps prepares today’s computer science students for best-practices in a working environment but challenges university lecturers to provide central concepts while staying up-to-date with current trends. In this paper we report and reflect on our experiences teaching DevOps at two universities (in the USA and Germany) in an inverted classroom format. We describe how we set-up the courses, provide a brief analysis of data we collected, and share our lessons learned.;;;https://dl.acm.org/doi/10.1145/3484272.3484962;;;Software AND Engineering
Naming Practices in Java Projects: An Empirical Study;;;['Remo Gresta', 'Vinicius Durelli', 'Elder Cirilo'];;;November 2021;;;SBQS '21: Proceedings of the XX Brazilian Symposium on Software Quality;;;Investigating the properties of identifier names and their role in software systems have been central to software engineering. Research in naming identifiers shows that informative names are crucial to improving the readability and maintainability of programs: essentially, intention-revealing names make code easier to understand and act as a basic form of documentation. Poorly named identifiers tend to hurt the comprehensibility and maintainability of software systems. However, most computer science curricula emphasize programming concepts and language syntax over naming guidelines and conventions. Consequently, programmers lack knowledge about naming practices. We carried out a study to explore the naming practices of Java programmers. We analyzed 1,421,607 identifier names (i.e., attributes, parameters, and variables names) from 40 open-source Java projects and categorized these names into eight naming practices. We examined the occurrence and prevalence of the categories across projects, and our results also highlight in which contexts identifiers following each naming practice tend to appear more regularly. The results can be helpful to enhance programmers’ awareness and contribute to improving educational materials and code review methods.;;;https://dl.acm.org/doi/10.1145/3493244.3493258;;;Software AND Engineering
Automatically identifying parameter constraints in complex web APIs: a case study at Adyen;;;['Henk Grent', 'Aleksei Akimov', 'Maurício Aniche'];;;May 2021;;;ICSE-SEIP '21: Proceedings of the 43rd International Conference on Software Engineering: Software Engineering in Practice;;;Web APIs may have constraints on parameters, such that not all parameters are either always required or always optional. Moreover, the presence or value of one parameter could cause another parameter to be required, or parameters could have restrictions on what kinds of values are valid. Having a clear overview of the constraints helps API consumers to integrate without the need for additional support and with fewer integration faults. We made use of existing documentation and code analysis approaches for identifying parameter constraints in complex web APIs. In this paper, we report our case study of several APIs at Adyen, a large-scale payment company that offers complex Web APIs to its customers. Our results show that the documentation- and code-based approach can identify 23% and 53% of the constraints respectively and, when combined, 68% of them. We also reflect on the current challenges that these approaches face. In particular, the absence of information that explicitly describes the constraints in the documentation (in the documentation analysis), and the engineering of a sound static code analyser that is sensitive to data-flow, maintains longer parameter references throughout the API's code, and that is able to symbolically execute the several libraries and frameworks used by the API (in the static analysis).;;;https://dl.acm.org/doi/10.1109/ICSE-SEIP52600.2021.00016;;;Software AND Engineering
How Green Finance Sparks Sustainability: Using Big Data Analysis and Visualization Software to Unite Future Economic and Social Value Potential;;;['Bai Xin', 'Zhou Wei Keng', 'Chen Zi Yao', 'Huang Zi Han', 'Lai Qing Long', 'Wang Jing Qi'];;;June 2021;;;ICIEB '21: Proceedings of the 2021 2nd International Conference on Internet and E-Business;;;The core concept of socialism with Chinese characteristics for the new era is to promote the optimization and upgrading of the economic system and the construction of sustainable ecological civilization. In the wake of the COVID-19, it has become a major issue for countries around the world to pursue green recovery. Green is a necessary condition for sustainable development, finance is the leading force of social economy, and the development of green finance is the core call of today's era. Guangdong, as the main force of the national economic lifeline, took the lead in green finance innovation and promoted the transformation and adjustment of leading industries. At present, the banking industry has repeatedly disclosed the environment, society and governance (ESG) in its social responsibility reports in order to achieve the strategic goal of carbon peak and carbon neutral, but there is a lack of systematic review on the measures and implementation. Aiming at objective problems, this paper mainly discusses how green finance stimulates sustainability and explores the value potential of the future economy and society. Based on this, this paper selected 300 literatures from the Web of Science (WOS) database, mapped the coword cluster, and analyzed their annual trend, topic scope, literature sources, etc. With the help of big data analysis technology and visualization software function, scientometrics is used to demonstrate the possibility and feasibility of the research contents in relevant fields, and to produce cutting-edge academic achievements with insight. In order to achieve the ultimate goal of green development with capital and financial design for diversified and deep thinking, to provide reference value theory for co-construction environment, data-driven investment scale and sustainable development, to accelerate the green finance reform in Guangdong Province and even the country to make a forward-looking small contribution.;;;https://dl.acm.org/doi/10.1145/3471988.3472013;;;Software AND Engineering
Does Code Complexity Affect the Quality of Real-Time Projects?: Detection of Code Smell on Software Projects using Machine Learning Algorithms;;;['Archana Patnaik', 'Neelamadhab Padhy'];;;August 2021;;;DSMLAI '21': Proceedings of the International Conference on Data Science, Machine Learning and Artificial Intelligence;;;Code smell targets to identify bugs that occur due to incorrect analysis of code during software development life cycle. It is the task of analyzing a code design problem. The primary causes of code smell are complexity in structural design, violation of programming paradigm, and lack of unit-level testing by the software programmer. Our research focuses on the identification of code smell using different machine learning classifiers. We have considered 15 software code metrics of the Junit open source project and developed a hybrid model for code smell detection. Our dataset consists of 45 features which is further reduced by 15 using various feature selection techniques. Random sampling is used to handle the imbalance in the dataset. The project's performance is evaluated using 10 machine learning techniques which including regression, ensemble methods, and classification. Based on the statistical analysis, it is analyzed that the Random forest ensemble classifiers give best result with an accuracy of 99.12 % is the most appropriate technique for detecting different types of bad smells like god class, duplicate code, long method, large class, and refused bequest.;;;https://dl.acm.org/doi/10.1145/3484824.3484911;;;Software AND Engineering
Undergraduate Research Experience with Software Development using a Large Existing Code Base in a Teaching-oriented College;;;['Wei Jin', 'David Marshall', 'Puen Xie', 'Jiawei Li', 'Matthew Stiller', 'Taisann Kham', 'Dakota Norris', 'Ikechukwu Okolocha'];;;October 2021;;;SIGITE '21: Proceedings of the 22nd Annual Conference on Information Technology Education;;;Undergraduate research has been shown to enrich education, increase retention and promote critical thinking. Research projects involving extending an already mature and relatively large code base have special value for students, as they mimic industry experience. Students have to understand the existing code structure and figure out where to add their code to extend the functionality of the system. There are obvious challenges for undergraduate students to take on such projects, including lack of knowledge at the onset of the project, limited time span (normally a semester), and limited time availability during a semester. Undergraduate institutions have additional challenges, such as high teaching load for faculty advisors and lack of graduate students who could act as mentors. In this paper, we report our experience with a relatively large project that lasted for several semesters and involved several teams of students. We managed the challenges by being flexible and carving out many mini-projects from this umbrella project, which required that the faculty advisor work closely with students. The project has successfully produced a teaching/learning tool for auto-gradable full tracing exercises. The tool has been prototyped in classrooms and helped students learn various programming constructs. We hope that our experience could encourage larger scale projects in undergraduate institutions.;;;https://dl.acm.org/doi/10.1145/3450329.3476864;;;Software AND Engineering
Towards Extraction of Message-Based Communication in Mixed-Technology Architectures for Performance Model;;;['Snigdha Singh', 'Yves Richard Kirschner', 'Anne Koziolek'];;;April 2021;;;ICPE '21: Companion of the ACM/SPEC International Conference on Performance Engineering;;;Software systems architected using multiple technologies are becoming popular. Many developers use these technologies as it offers high service quality which has often been optimized in terms of performance. In spite of the fact that performance is a key to the technology-mixed software applications, still there a little research on performance evaluation approaches explicitly considering the extraction of architecture for modelling and predicting performance. In this paper, we discuss the opportunities and challenges in applying existing architecture extraction approaches to support model-driven performance prediction for technology-mixed software. Further, we discuss how it can be extended to support a message-based system. We describe how various technologies deriving the architecture can be transformed to create the performance model. In order to realise the work, we used a case study from the energy system domain as an running example to support our arguments and observations throughout the paper.;;;https://dl.acm.org/doi/10.1145/3447545.3451201;;;Software AND Engineering
DeepLV: Suggesting Log Levels Using Ordinal Based Neural Networks;;;['Zhenhao Li', 'Heng Li', 'Tse-Hsun Peter Chen', 'Weiyi Shang'];;;May 2021;;;ICSE '21: Proceedings of the 43rd International Conference on Software Engineering;;;Developers write logging statements to generate logs that provide valuable runtime information for debugging and maintenance of software systems. Log level is an important component of a logging statement, which enables developers to control the information to be generated at system runtime. However, due to the complexity of software systems and their runtime behaviors, deciding a proper log level for a logging statement is a challenging task. For example, choosing a higher level (e.g., error) for a trivial event may confuse end users and increase system maintenance overhead, while choosing a lower level (e.g., trace) for a critical event may prevent the important execution information to be conveyed opportunely. In this paper, we tackle the challenge by first conducting a preliminary manual study on the characteristics of log levels. We find that the syntactic context of the logging statement and the message to be logged might be related to the decision of log levels, and log levels that are further apart in order (e.g., trace and error) tend to have more differences in their characteristics. Based on this, we then propose a deep-learning based approach that can leverage the ordinal nature of log levels to make suggestions on choosing log levels, by using the syntactic context and message features of the logging statements extracted from the source code. Through an evaluation on nine large-scale open source projects, we find that: 1) our approach outperforms the state-of-the-art baseline approaches; 2) we can further improve the performance of our approach by enlarging the training data obtained from other systems; 3) our approach also achieves promising results on cross-system suggestions that are even better than the baseline approaches on within-system suggestions. Our study highlights the potentials in suggesting log levels to help developers make informed logging decisions.;;;https://dl.acm.org/doi/10.1109/ICSE43902.2021.00131;;;Software AND Engineering
On the Naming of Methods: A Survey of Professional Developers;;;['Reem S. Alsuhaibani', 'Christian D. Newman', 'Michael J. Decker', 'Michael L. Collard', 'Jonathan I. Maletic'];;;May 2021;;;ICSE '21: Proceedings of the 43rd International Conference on Software Engineering;;;This paper describes the results of a large (+1100 responses) survey of professional software developers concerning standards for naming source code methods. The various standards for source code method names are derived from and supported in the software engineering literature. The goal of the survey is to determine if there is a general consensus among developers that the standards are accepted and used in practice. Additionally, the paper examines factors such as years of experience and programming language knowledge in the context of survey responses. The survey results show that participants very much agree about the importance of various standards and how they apply to names and that years of experience and the programming language has almost no effect on their responses. The results imply that the given standards are both valid and to a large degree complete. The work provides a foundation for automated method name assessment during development and code reviews.;;;https://dl.acm.org/doi/10.1109/ICSE43902.2021.00061;;;Software AND Engineering
A Framework for Facilitating Reproducible News Sentiment Impact Analysis;;;['Weisi Chen', 'Islam Al-Qudah', 'Fethi Rabhi'];;;January 2022;;;ICSIM '22: Proceedings of the 2022 5th International Conference on Software Engineering and Information Management;;;The proliferation of outlets for news media in recent decades has contributed to faster issuance of news data. News analysis has been one of the key activities conducted by researchers in a broad variety of research disciplines. In general, the analysis process used in these studies includes interpreting the content of the news items, and then discovering their impact in a specific area. In this paper, we delve into the field of news analysis applied to the financial domain and explore news sentiment impact analysis in the context of financial markets. Existing studies lack systematic methods to assimilate financial context and evaluate the impact of a given news dataset on relevant entities financial market performance. We introduce an improved version of the framework called News Sentiment Impact Analysis (NSIA) that encompasses models, supporting software architecture and processes for defining various financial contexts and conducting news sentiment impact analysis. The framework is then evaluated using a prototype implementation and a case study that investigates the impact of extremely negative news on the stock price of the related entities. The results demonstrate the functionality, usability and reproducibility of the framework, and its capability to bridge the gap between generating news sentiment and evaluating its impact in selected financial contexts.;;;https://dl.acm.org/doi/10.1145/3520084.3520104;;;Software AND Engineering
The Application and Evaluation of Mobile Learning of Systematic English Grammar Teaching in Social Software Weixin;;;['Xuedan Liu', 'Liemei Huang'];;;May 2021;;;ICDEL '21: Proceedings of the 2021 6th International Conference on Distance Education and Learning;;;With the development of the world, people rely on their mobile phone to get information in spite of that most of the information are fragmented. So many people can not get the whole picture. This research aims to develop a mobile learning system in English Grammar teaching as well as make an evaluation system on this learning. The research was carried in Geely University of China in Chengdu, Sichuang Province and the samples are university freshmen.;;;https://dl.acm.org/doi/10.1145/3474995.3475003;;;Software AND Engineering
A large-scale empirical study on Java library migrations: prevalence, trends, and rationales;;;['Hao He', 'Runzhi He', 'Haiqiao Gu', 'Minghui Zhou'];;;August 2021;;;ESEC/FSE 2021: Proceedings of the 29th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering;;;With the rise of open-source software and package hosting platforms, reusing 3rd-party libraries has become a common practice. Due to various failures during software evolution, a project may remove a used library and replace it with another library, which we call library migration. Despite substantial research on dependency management, the understanding of how and why library migrations occur is still lacking. Achieving this understanding may help practitioners optimize their library selection criteria, develop automated approaches to monitor dependencies, and provide migration suggestions for their libraries or software projects. In this paper, through a fine-grained commit-level analysis of 19,652 Java GitHub projects, we extract the largest migration dataset to-date (1,194 migration rules, 3,163 migration commits). We show that 8,065 (41.04%) projects having at least one library removal, 1,564 (7.96%, lower-bound) to 5,004 (25.46%, upper-bound) projects have at least one migration, and a median project with migrations has 2 to 4 migrations in total. We discover that library migrations are dominated by several domains (logging, JSON, testing and web service) presenting a long tail distribution. Also, migrations are highly unidirectional in that libraries are either mostly abandoned or mostly chosen in our project corpus. A thematic analysis on related commit messages, issues, and pull requests identifies 14 frequently mentioned migration reasons (e.g., lack of maintenance, usability, integration, etc), 7 of which are not discussed in previous work. Our findings can be operationalized into actionable insights for package hosting platforms, project maintainers, and library developers. We provide a replication package at <a>https://doi.org/10.5281/zenodo.4816752</a>.;;;https://dl.acm.org/doi/10.1145/3468264.3468571;;;Software AND Engineering
Traceability Transformed: Generating more Accurate Links with Pre-Trained BERT Models;;;['Jinfeng Lin', 'Yalin Liu', 'Qingkai Zeng', 'Meng Jiang', 'Jane Cleland-Huang'];;;May 2021;;;ICSE '21: Proceedings of the 43rd International Conference on Software Engineering;;;Software traceability establishes and leverages associations between diverse development artifacts. Researchers have proposed the use of deep learning trace models to link natural language artifacts, such as requirements and issue descriptions, to source code; however, their effectiveness has been restricted by availability of labeled data and efficiency at runtime. In this study, we propose a novel framework called Trace BERT (T-BERT) to generate trace links between source code and natural language artifacts. To address data sparsity, we leverage a three-step training strategy to enable trace models to transfer knowledge from a closely related Software Engineering challenge, which has a rich dataset, to produce trace links with much higher accuracy than has previously been achieved. We then apply the T-BERT framework to recover links between issues and commits in Open Source Projects. We comparatively evaluated accuracy and efficiency of three BERT architectures. Results show that a Single-BERT architecture generated the most accurate links, while a Siamese-BERT architecture produced comparable results with significantly less execution time. Furthermore, by learning and transferring knowledge, all three models in the framework outperform classical IR trace models. On the three evaluated real-word OSS projects, the best T-BERT stably outperformed the VSM model with average improvements of 60.31% measured using Mean Average Precision (MAP). RNN severely underper-formed on these projects due to insufficient training data, while T-BERT overcame this problem by using pretrained language models and transfer learning.;;;https://dl.acm.org/doi/10.1109/ICSE43902.2021.00040;;;Software AND Engineering
Extracting Concise Bug-Fixing Patches from Human-Written Patches in Version Control Systems;;;['Yanjie Jiang', 'Hui Liu', 'Nan Niu', 'Lu Zhang', 'Yamin Hu'];;;May 2021;;;ICSE '21: Proceedings of the 43rd International Conference on Software Engineering;;;High-quality and large-scale repositories of real bugs and their concise patches collected from real-world applications are critical for research in the software engineering community. In such a repository, each real bug is explicitly associated with its fix. Therefore, on one side, the real bugs and their fixes may inspire novel approaches for finding, locating, and repairing software bugs; on the other side, the real bugs and their fixes are indispensable for rigorous and meaningful evaluation of approaches for software testing, fault localization, and program repair. To this end, a number of such repositories, e.g., Defects4J, have been proposed. However, such repositories are rather small because their construction involves expensive human intervention. Although bug-fixing code commits as well as associated test cases could be retrieved from version control systems automatically, existing approaches could not yet automatically extract concise bug-fixing patches from bug-fixing commits because such commits often involve bug-irrelevant changes. In this paper, we propose an automatic approach, called BugBuilder, to extracting complete and concise bug-fixing patches from human-written patches in version control systems. It excludes refactorings by detecting refactorings involved in bug-fixing commits, and reapplying detected refactorings on the faulty version. It enumerates all subsets of the remaining part and validates them on test cases. If none of the subsets has the potential to be a complete bug-fixing patch, the remaining part as a whole is taken as a complete and concise bug-fixing patch. Evaluation results on 809 real bug-fixing commits in Defects4J suggest that BugBuilder successfully generated complete and concise bug-fixing patches for forty percent of the bug-fixing commits, and its precision (99%) was even higher than human experts.;;;https://dl.acm.org/doi/10.1109/ICSE43902.2021.00069;;;Software AND Engineering
Software and Content Design of a Browser-based Mobile 4D VR Application to Explore Historical City Architecture;;;['Sander Muenster', 'Jonas Bruschke', 'Ferdinand Maiwald', 'Constantin Kleiner'];;;October 2021;;;SUMAC'21: Proceedings of the 3rd Workshop on Structuring and Understanding of Multimedia heritAge Contents;;;The Kulturerbe4D project aims at making the diversity and change processes of architectural monuments in the urban context virtually visible and experienceable, especially for children and young people, but also for residents and tourists. A virtual city tour providing cultural and historical information is to be combined with the transfer of knowledge about monuments, anthropogenic factors of influence, and protective measures. This article focusses on three main challenges in producing city-scale mobile 4D applications: (a) 4D content creation specifically for historical purposes is highly labour intensive, (b) web applications are better accepted by users but require more adoption to cope with technical limitations, (c) historically accurate 4D content is of disperse visual quality and visualization strategies are rarely empirically proven. Within this article we present our research and development work to overcome those issues.;;;https://dl.acm.org/doi/10.1145/3475720.3484442;;;Software AND Engineering
Construction and application of knowledge graph of domestic operating system testing;;;['Dongsheng Jin', 'Zhi Wang', 'Mingyang Li', 'Xinjie Zhu'];;;October 2021;;;CSSE '21: Proceedings of the 4th International Conference on Computer Science and Software Engineering;;;Aiming at the problems of poor reusability of domestic operating system test cases and insufficient sharing of test case design experience at this stage, a method for constructing knowledge graphs in the field of domestic operating system testing is proposed, and ontology construction and natural language processing technologies are applied to the field of software testing. Use the strong correlation of the knowledge graph to mine the experience knowledge in the design of historical test cases, select and reuse test cases that meet the test requirements for testers, and help them design test cases more efficiently. Through empirical research, this method gives full play to the advantages of knowledge graphs in relational network analysis and retrieval, and the coverage rate of reused test cases reaches 71%, which can greatly save test costs and improve test efficiency, and has strong engineering application value.;;;https://dl.acm.org/doi/10.1145/3494885.3494933;;;Software AND Engineering
